np_str_id;durchschnitt_besetzung_tag;jahr;tage
10000;1416,606;2010;Mo-Fr
10004;1092,724;2010;Mo-Fr
10006;1248,905;2010;Mo-Fr
10014;2509,675;2010;Mo-Fr
10026;8272,944;2010;Mo-Fr
10030;8214,59;2010;Mo-Fr
10040;5636,27;2010;Mo-Fr
10042;5436,137;2010;Mo-Fr
10044;5497,051;2010;Mo-Fr
10046;5178,088;2010;Mo-Fr
10050;5252,166;2010;Mo-Fr
10052;6634,147;2010;Mo-Fr
10054;5357,911;2010;Mo-Fr
10056;2251,338;2010;Mo-Fr
10058;1587,91;2010;Mo-Fr
10060;1321,233;2010;Mo-Fr
10062;1206,803;2010;Mo-Fr
10068;143,972;2010;Mo-Fr
10072;819,457;2010;Mo-Fr
10074;1163,738;2010;Mo-Fr
10076;1278,622;2010;Mo-Fr
10080;1639,929;2010;Mo-Fr
10084;1500,801;2010;Mo-Fr
10086;1492,154;2010;Mo-Fr
10088;1429,491;2010;Mo-Fr
10090;1430,553;2010;Mo-Fr
10092;1266,548;2010;Mo-Fr
10094;1257,986;2010;Mo-Fr
10096;1258,106;2010;Mo-Fr
10098;2289,905;2010;Mo-Fr
10100;2290,367;2010;Mo-Fr
10102;2668,287;2010;Mo-Fr
10104;13009,546;2010;Mo-Fr
10108;3073,768;2010;Mo-Fr
10110;3146,173;2010;Mo-Fr
10114;2565,272;2010;Mo-Fr
10122;1327,851;2010;Mo-Fr
10124;1603,381;2010;Mo-Fr
10126;1520,485;2010;Mo-Fr
10130;1516,77;2010;Mo-Fr
10132;1762,166;2010;Mo-Fr
10134;1863,025;2010;Mo-Fr
10136;2036,987;2010;Mo-Fr
10140;2129,195;2010;Mo-Fr
10142;4432,389;2010;Mo-Fr
10144;4967,004;2010;Mo-Fr
10146;488,581;2010;Mo-Fr
10150;406,095;2010;Mo-Fr
10152;6811,92;2010;Mo-Fr
10160;4957,785;2010;Mo-Fr
10162;5877,423;2010;Mo-Fr
10164;5991,35;2010;Mo-Fr
10166;6508,827;2010;Mo-Fr
10168;7083,714;2010;Mo-Fr
10170;6896,802;2010;Mo-Fr
10172;6435,302;2010;Mo-Fr
10174;5873,368;2010;Mo-Fr
10176;6659,525;2010;Mo-Fr
10180;7979,565;2010;Mo-Fr
10182;8871,746;2010;Mo-Fr
10184;1970,173;2010;Mo-Fr
10188;1931,793;2010;Mo-Fr
10190;1929,517;2010;Mo-Fr
10192;1554,559;2010;Mo-Fr
10194;1454,063;2010;Mo-Fr
10202;2112,584;2010;Mo-Fr
10204;2026,651;2010;Mo-Fr
10206;1801,363;2010;Mo-Fr
10208;1777,433;2010;Mo-Fr
10210;1702,188;2010;Mo-Fr
10212;1262,851;2010;Mo-Fr
10216;7319,862;2010;Mo-Fr
10218;6271,95;2010;Mo-Fr
10220;6022,584;2010;Mo-Fr
10222;5946,826;2010;Mo-Fr
10226;1048,338;2010;Mo-Fr
10228;770,637;2010;Mo-Fr
10230;378,75;2010;Mo-Fr
10232;361,669;2010;Mo-Fr
10234;344,418;2010;Mo-Fr
10236;347,463;2010;Mo-Fr
10238;403,21;2010;Mo-Fr
10242;522,538;2010;Mo-Fr
10244;549,187;2010;Mo-Fr
10246;4016,556;2010;Mo-Fr
10248;3865,192;2010;Mo-Fr
10250;3898,75;2010;Mo-Fr
10254;4244,763;2010;Mo-Fr
10258;758,721;2010;Mo-Fr
10260;749,913;2010;Mo-Fr
10262;749,201;2010;Mo-Fr
10266;730,461;2010;Mo-Fr
10288;305,845;2010;Mo-Fr
10290;312,077;2010;Mo-Fr
10292;351,775;2010;Mo-Fr
10294;334,504;2010;Mo-Fr
10296;308,239;2010;Mo-Fr
10298;304,889;2010;Mo-Fr
10304;9236,198;2010;Mo-Fr
10306;9296,302;2010;Mo-Fr
10312;27231,846;2010;Mo-Fr
10314;27490,529;2010;Mo-Fr
10318;25248,018;2010;Mo-Fr
10352;32792,239;2010;Mo-Fr
10358;13393,727;2010;Mo-Fr
10360;259,694;2010;Mo-Fr
10370;32961,477;2010;Mo-Fr
10376;31210,781;2010;Mo-Fr
10396;3246,104;2010;Mo-Fr
10402;558,222;2010;Mo-Fr
10404;990,843;2010;Mo-Fr
10406;992,065;2010;Mo-Fr
10408;1048,877;2010;Mo-Fr
10410;1054,065;2010;Mo-Fr
10412;1056,092;2010;Mo-Fr
10414;1107,805;2010;Mo-Fr
10416;1126,395;2010;Mo-Fr
10422;2732,701;2010;Mo-Fr
10424;3419,217;2010;Mo-Fr
10426;1814,018;2010;Mo-Fr
10428;990,1;2010;Mo-Fr
10430;3699,978;2010;Mo-Fr
10432;4031,122;2010;Mo-Fr
10434;762,605;2010;Mo-Fr
10436;762,605;2010;Mo-Fr
10442;762,605;2010;Mo-Fr
10446;7899,259;2010;Mo-Fr
10450;286,263;2010;Mo-Fr
10452;7485,685;2010;Mo-Fr
10454;6275,453;2010;Mo-Fr
10456;1715,525;2010;Mo-Fr
10476;6548,707;2010;Mo-Fr
10478;6541,307;2010;Mo-Fr
10480;5219,02;2010;Mo-Fr
10482;5052,172;2010;Mo-Fr
10484;2092,436;2010;Mo-Fr
10490;3471,122;2010;Mo-Fr
10492;3232,107;2010;Mo-Fr
10494;2541,561;2010;Mo-Fr
10496;3150,148;2010;Mo-Fr
10498;3111,684;2010;Mo-Fr
10500;2955,82;2010;Mo-Fr
10502;2956,188;2010;Mo-Fr
10504;2959,945;2010;Mo-Fr
10506;17286,283;2010;Mo-Fr
10508;17341,152;2010;Mo-Fr
10524;2874,677;2010;Mo-Fr
10528;3524,772;2010;Mo-Fr
10530;2959,787;2010;Mo-Fr
10536;250,93;2010;Mo-Fr
10544;26063,294;2010;Mo-Fr
10545;26063,294;2010;Mo-Fr
10549;7042,071;2010;Mo-Fr
10565;2189,417;2010;Mo-Fr
10569;3543,386;2010;Mo-Fr
10573;1500,059;2010;Mo-Fr
10578;253,418;2010;Mo-Fr
10687;4415,513;2010;Mo-Fr
10688;1139,398;2010;Mo-Fr
10691;3276,115;2010;Mo-Fr
10698;4838,807;2010;Mo-Fr
10701;3045,244;2010;Mo-Fr
10710;29,478;2010;Mo-Fr
10740;991,915;2010;Mo-Fr
10760;740,597;2010;Mo-Fr
10762;740,597;2010;Mo-Fr
10764;749,96;2010;Mo-Fr
10766;749,96;2010;Mo-Fr
10768;333,91;2010;Mo-Fr
10770;282,604;2010;Mo-Fr
10772;2114,051;2010;Mo-Fr
10774;2139,255;2010;Mo-Fr
10788;7042,071;2010;Mo-Fr
10789;7042,071;2010;Mo-Fr
10792;7385,92;2010;Mo-Fr
10793;7385,92;2010;Mo-Fr
10796;10699,714;2010;Mo-Fr
10797;10699,714;2010;Mo-Fr
10800;10504,534;2010;Mo-Fr
10801;10504,534;2010;Mo-Fr
10804;10249,585;2010;Mo-Fr
10805;10249,585;2010;Mo-Fr
10808;4496,854;2010;Mo-Fr
10809;4496,854;2010;Mo-Fr
10812;4174,827;2010;Mo-Fr
10816;4174,827;2010;Mo-Fr
10817;4174,827;2010;Mo-Fr
10821;5512,577;2010;Mo-Fr
10824;5512,577;2010;Mo-Fr
10825;5512,577;2010;Mo-Fr
10828;386,864;2010;Mo-Fr
10829;386,864;2010;Mo-Fr
10833;7089,369;2010;Mo-Fr
10836;4404,927;2010;Mo-Fr
10837;4404,927;2010;Mo-Fr
10844;7343,449;2010;Mo-Fr
10845;7343,449;2010;Mo-Fr
10848;1500,059;2010;Mo-Fr
10849;1500,059;2010;Mo-Fr
10853;2706,655;2010;Mo-Fr
10856;11732,087;2010;Mo-Fr
10857;11732,087;2010;Mo-Fr
10861;8653,8;2010;Mo-Fr
10869;2893,457;2010;Mo-Fr
10876;2914,547;2010;Mo-Fr
10877;2914,547;2010;Mo-Fr
10880;1952,591;2010;Mo-Fr
10881;1952,591;2010;Mo-Fr
10885;9641,195;2010;Mo-Fr
10888;9641,195;2010;Mo-Fr
10889;9641,195;2010;Mo-Fr
10892;1234,026;2010;Mo-Fr
10893;1234,026;2010;Mo-Fr
10896;1631,224;2010;Mo-Fr
10897;1631,224;2010;Mo-Fr
10904;9778,619;2010;Mo-Fr
10905;9778,619;2010;Mo-Fr
10908;3950,805;2010;Mo-Fr
10909;3950,805;2010;Mo-Fr
10936;2189,417;2010;Mo-Fr
10937;2189,417;2010;Mo-Fr
10940;3543,386;2010;Mo-Fr
10941;3543,386;2010;Mo-Fr
10944;1741,797;2010;Mo-Fr
10945;1741,797;2010;Mo-Fr
10948;250,93;2010;Mo-Fr
10952;1220,957;2010;Mo-Fr
10953;1220,957;2010;Mo-Fr
10956;250,93;2010;Mo-Fr
10957;250,93;2010;Mo-Fr
10960;868,261;2010;Mo-Fr
10961;868,261;2010;Mo-Fr
10964;3156,079;2010;Mo-Fr
10965;3156,079;2010;Mo-Fr
10968;1118,536;2010;Mo-Fr
10969;1118,536;2010;Mo-Fr
10972;3160,826;2010;Mo-Fr
10973;3160,826;2010;Mo-Fr
10976;416,874;2010;Mo-Fr
10977;416,874;2010;Mo-Fr
10980;1087,291;2010;Mo-Fr
10981;1087,291;2010;Mo-Fr
10984;9778,619;2010;Mo-Fr
10985;9778,619;2010;Mo-Fr
10988;3200,287;2010;Mo-Fr
10989;3200,287;2010;Mo-Fr
10992;8381,772;2010;Mo-Fr
10993;8381,772;2010;Mo-Fr
10996;286,36;2010;Mo-Fr
10997;286,36;2010;Mo-Fr
11010;25465,768;2010;Mo-Fr
11021;25465,768;2010;Mo-Fr
11023;9630,761;2010;Mo-Fr
11025;15902,147;2010;Mo-Fr
11027;15902,147;2010;Mo-Fr
11029;31379,263;2010;Mo-Fr
11031;6943,48;2010;Mo-Fr
11037;6318,546;2010;Mo-Fr
11038;6318,546;2010;Mo-Fr
11051;8653,8;2010;Mo-Fr
11129;6660,609;2010;Mo-Fr
11130;344,358;2010;Mo-Fr
11133;334,419;2010;Mo-Fr
11135;6316,251;2010;Mo-Fr
11173;12,964;2010;Mo-Fr
11174;12,957;2010;Mo-Fr
11211;2893,457;2010;Mo-Fr
11213;5091,21;2010;Mo-Fr
11237;2706,655;2010;Mo-Fr
11269;902,211;2010;Mo-Fr
11270;304,433;2010;Mo-Fr
11274;89,572;2010;Mo-Fr
11278;89,572;2010;Mo-Fr
11282;89,572;2010;Mo-Fr
11286;151,051;2010;Mo-Fr
11289;151,051;2010;Mo-Fr
11290;151,051;2010;Mo-Fr
11294;7089,369;2010;Mo-Fr
11301;19911,302;2010;Mo-Fr
11302;19910,204;2010;Mo-Fr
11309;833,234;2010;Mo-Fr
11311;83,821;2010;Mo-Fr
11413;7091,493;2010;Mo-Fr
11417;7091,493;2010;Mo-Fr
11423;2352,043;2010;Mo-Fr
11424;2352,043;2010;Mo-Fr
11433;2893,457;2010;Mo-Fr
11435;2893,457;2010;Mo-Fr
11441;2137,142;2010;Mo-Fr
11443;2137,142;2010;Mo-Fr
11493;2137,142;2010;Mo-Fr
11509;2137,142;2010;Mo-Fr
11511;2137,142;2010;Mo-Fr
11551;1793,563;2010;Mo-Fr
11553;1793,563;2010;Mo-Fr
11555;1793,563;2010;Mo-Fr
11631;1414,343;2010;Mo-Fr
11709;8757,792;2010;Mo-Fr
11729;1414,343;2010;Mo-Fr
11869;759,609;2010;Mo-Fr
10000;1363,744;2010;Mo-So
10004;1039,45;2010;Mo-So
10006;1151,365;2010;Mo-So
10014;2458,518;2010;Mo-So
10026;7856,235;2010;Mo-So
10030;7791,62;2010;Mo-So
10040;5491,756;2010;Mo-So
10042;5314,32;2010;Mo-So
10044;5327,81;2010;Mo-So
10046;4964,203;2010;Mo-So
10050;4948,308;2010;Mo-So
10052;6170,464;2010;Mo-So
10054;5041,001;2010;Mo-So
10056;2506,163;2010;Mo-So
10058;1832,486;2010;Mo-So
10060;1569,966;2010;Mo-So
10062;1463,179;2010;Mo-So
10068;295,502;2010;Mo-So
10072;2756,193;2010;Mo-So
10074;3593,765;2010;Mo-So
10076;3791,004;2010;Mo-So
10080;1707,863;2010;Mo-So
10084;1594,109;2010;Mo-So
10086;1586,823;2010;Mo-So
10088;1524,488;2010;Mo-So
10090;1525,086;2010;Mo-So
10092;1391,153;2010;Mo-So
10094;1385,475;2010;Mo-So
10096;1386,081;2010;Mo-So
10098;2510,895;2010;Mo-So
10100;2511,225;2010;Mo-So
10102;2918,986;2010;Mo-So
10104;12184,429;2010;Mo-So
10108;3003,258;2010;Mo-So
10110;3035,675;2010;Mo-So
10114;2230,097;2010;Mo-So
10122;1210,191;2010;Mo-So
10124;1340,767;2010;Mo-So
10126;1278,13;2010;Mo-So
10130;1276,665;2010;Mo-So
10132;1474,243;2010;Mo-So
10134;1570,223;2010;Mo-So
10136;1712,141;2010;Mo-So
10140;1792,341;2010;Mo-So
10142;3794,538;2010;Mo-So
10144;4223,045;2010;Mo-So
10146;416,828;2010;Mo-So
10150;350,431;2010;Mo-So
10152;5760,977;2010;Mo-So
10160;4259,179;2010;Mo-So
10162;4777,316;2010;Mo-So
10164;4871,337;2010;Mo-So
10166;5291,103;2010;Mo-So
10168;5744,862;2010;Mo-So
10170;5634,709;2010;Mo-So
10172;5462,025;2010;Mo-So
10174;5003,967;2010;Mo-So
10176;5654,51;2010;Mo-So
10180;6810,375;2010;Mo-So
10182;7536,067;2010;Mo-So
10184;1830,465;2010;Mo-So
10188;1797,416;2010;Mo-So
10190;1796,774;2010;Mo-So
10192;1421,498;2010;Mo-So
10194;1331,929;2010;Mo-So
10202;1771,083;2010;Mo-So
10204;1706,462;2010;Mo-So
10206;1522,262;2010;Mo-So
10208;1502,716;2010;Mo-So
10210;1441,121;2010;Mo-So
10212;1066,906;2010;Mo-So
10216;7032,66;2010;Mo-So
10218;6178,755;2010;Mo-So
10220;5985,876;2010;Mo-So
10222;5923,097;2010;Mo-So
10226;917,639;2010;Mo-So
10228;690,334;2010;Mo-So
10230;370,729;2010;Mo-So
10232;355,162;2010;Mo-So
10234;337,549;2010;Mo-So
10236;338,58;2010;Mo-So
10238;377,494;2010;Mo-So
10242;476,225;2010;Mo-So
10244;496,484;2010;Mo-So
10246;4257,469;2010;Mo-So
10248;4151,09;2010;Mo-So
10250;4195,62;2010;Mo-So
10254;4503,389;2010;Mo-So
10258;716,122;2010;Mo-So
10260;710,639;2010;Mo-So
10262;716,654;2010;Mo-So
10266;705,068;2010;Mo-So
10288;305,845;2010;Mo-So
10290;312,077;2010;Mo-So
10292;351,775;2010;Mo-So
10294;334,504;2010;Mo-So
10296;308,239;2010;Mo-So
10298;304,889;2010;Mo-So
10304;7804,491;2010;Mo-So
10306;7871,874;2010;Mo-So
10312;25048,508;2010;Mo-So
10314;25260,534;2010;Mo-So
10318;23493,258;2010;Mo-So
10352;29092,126;2010;Mo-So
10358;13387,079;2010;Mo-So
10360;259,694;2010;Mo-So
10370;29215,675;2010;Mo-So
10376;27737,147;2010;Mo-So
10396;3545,129;2010;Mo-So
10402;512,866;2010;Mo-So
10404;889,819;2010;Mo-So
10406;888,436;2010;Mo-So
10408;936,984;2010;Mo-So
10410;942,808;2010;Mo-So
10412;944,726;2010;Mo-So
10414;1002,482;2010;Mo-So
10416;1016,252;2010;Mo-So
10422;2887,361;2010;Mo-So
10424;3648,276;2010;Mo-So
10426;1920,609;2010;Mo-So
10428;886,986;2010;Mo-So
10430;3863,985;2010;Mo-So
10432;4117,669;2010;Mo-So
10434;825,085;2010;Mo-So
10436;825,085;2010;Mo-So
10442;825,085;2010;Mo-So
10446;7589,668;2010;Mo-So
10450;271,941;2010;Mo-So
10452;7246,945;2010;Mo-So
10454;6262,77;2010;Mo-So
10456;1823,931;2010;Mo-So
10476;6107,019;2010;Mo-So
10478;6097,452;2010;Mo-So
10480;5028,457;2010;Mo-So
10482;4894,815;2010;Mo-So
10484;2192,555;2010;Mo-So
10490;3636,543;2010;Mo-So
10492;3451,072;2010;Mo-So
10494;2650,707;2010;Mo-So
10496;3390,685;2010;Mo-So
10498;3359,281;2010;Mo-So
10500;3176,595;2010;Mo-So
10502;3177,075;2010;Mo-So
10504;3179,829;2010;Mo-So
10506;15897,737;2010;Mo-So
10508;15948,512;2010;Mo-So
10524;3095,751;2010;Mo-So
10528;3623,519;2010;Mo-So
10530;3179,548;2010;Mo-So
10536;264,157;2010;Mo-So
10544;23309,027;2010;Mo-So
10545;23309,027;2010;Mo-So
10549;6000,89;2010;Mo-So
10565;2334,688;2010;Mo-So
10569;3691,233;2010;Mo-So
10573;1592,734;2010;Mo-So
10578;281,208;2010;Mo-So
10687;4568,838;2010;Mo-So
10688;1026,156;2010;Mo-So
10691;3542,682;2010;Mo-So
10698;4828,472;2010;Mo-So
10701;3095,445;2010;Mo-So
10710;31,384;2010;Mo-So
10740;875,227;2010;Mo-So
10760;710,93;2010;Mo-So
10762;710,93;2010;Mo-So
10764;707,096;2010;Mo-So
10766;707,096;2010;Mo-So
10768;549,779;2010;Mo-So
10770;491,582;2010;Mo-So
10772;1775,436;2010;Mo-So
10774;1800,581;2010;Mo-So
10788;6000,89;2010;Mo-So
10789;6000,89;2010;Mo-So
10792;7084,134;2010;Mo-So
10793;7084,134;2010;Mo-So
10796;10429,914;2010;Mo-So
10797;10429,914;2010;Mo-So
10800;10273,483;2010;Mo-So
10801;10273,483;2010;Mo-So
10804;10069,58;2010;Mo-So
10805;10069,58;2010;Mo-So
10808;3872,253;2010;Mo-So
10809;3872,253;2010;Mo-So
10812;3598,031;2010;Mo-So
10816;3598,031;2010;Mo-So
10817;3598,031;2010;Mo-So
10821;4480,367;2010;Mo-So
10824;4480,367;2010;Mo-So
10825;4480,367;2010;Mo-So
10828;332,308;2010;Mo-So
10829;332,308;2010;Mo-So
10833;6583,828;2010;Mo-So
10836;4288,18;2010;Mo-So
10837;4288,18;2010;Mo-So
10844;7555,536;2010;Mo-So
10845;7555,536;2010;Mo-So
10848;1592,734;2010;Mo-So
10849;1592,734;2010;Mo-So
10853;2658,82;2010;Mo-So
10856;11143,825;2010;Mo-So
10857;11143,825;2010;Mo-So
10861;8175,539;2010;Mo-So
10869;2825,763;2010;Mo-So
10876;2832,274;2010;Mo-So
10877;2832,274;2010;Mo-So
10880;1814,977;2010;Mo-So
10881;1814,977;2010;Mo-So
10885;9559,152;2010;Mo-So
10888;9559,152;2010;Mo-So
10889;9559,152;2010;Mo-So
10892;1115,61;2010;Mo-So
10893;1115,61;2010;Mo-So
10896;1364,149;2010;Mo-So
10897;1364,149;2010;Mo-So
10904;9661,527;2010;Mo-So
10905;9661,527;2010;Mo-So
10908;4245,781;2010;Mo-So
10909;4245,781;2010;Mo-So
10936;2334,688;2010;Mo-So
10937;2334,688;2010;Mo-So
10940;3691,233;2010;Mo-So
10941;3691,233;2010;Mo-So
10944;1847,755;2010;Mo-So
10945;1847,755;2010;Mo-So
10948;264,157;2010;Mo-So
10952;1125,936;2010;Mo-So
10953;1125,936;2010;Mo-So
10956;264,157;2010;Mo-So
10957;264,157;2010;Mo-So
10960;929,811;2010;Mo-So
10961;929,811;2010;Mo-So
10964;3322,471;2010;Mo-So
10965;3322,471;2010;Mo-So
10968;1108,384;2010;Mo-So
10969;1108,384;2010;Mo-So
10972;3466,848;2010;Mo-So
10973;3466,848;2010;Mo-So
10976;387,576;2010;Mo-So
10977;387,576;2010;Mo-So
10980;949,475;2010;Mo-So
10981;949,475;2010;Mo-So
10984;9661,527;2010;Mo-So
10985;9661,527;2010;Mo-So
10988;3252,924;2010;Mo-So
10989;3252,924;2010;Mo-So
10992;7923,062;2010;Mo-So
10993;7923,062;2010;Mo-So
10996;271,937;2010;Mo-So
10997;271,937;2010;Mo-So
11010;23559,756;2010;Mo-So
11021;23559,756;2010;Mo-So
11023;9105,127;2010;Mo-So
11025;16046,062;2010;Mo-So
11027;16046,062;2010;Mo-So
11029;27933,395;2010;Mo-So
11031;6289,317;2010;Mo-So
11037;5838,451;2010;Mo-So
11038;5838,451;2010;Mo-So
11051;8175,539;2010;Mo-So
11129;6483,477;2010;Mo-So
11130;321,793;2010;Mo-So
11133;313,849;2010;Mo-So
11135;6161,684;2010;Mo-So
11173;17,002;2010;Mo-So
11174;16,929;2010;Mo-So
11211;2825,763;2010;Mo-So
11213;4949,37;2010;Mo-So
11237;2658,82;2010;Mo-So
11269;1104,202;2010;Mo-So
11270;518,395;2010;Mo-So
11274;273,478;2010;Mo-So
11278;273,478;2010;Mo-So
11282;273,478;2010;Mo-So
11286;342,185;2010;Mo-So
11289;342,185;2010;Mo-So
11290;342,185;2010;Mo-So
11294;6583,828;2010;Mo-So
11301;18069,338;2010;Mo-So
11302;18067,62;2010;Mo-So
11309;812,308;2010;Mo-So
11311;196,911;2010;Mo-So
11413;6586,488;2010;Mo-So
11417;6586,488;2010;Mo-So
11423;2351,042;2010;Mo-So
11424;2351,042;2010;Mo-So
11433;2825,763;2010;Mo-So
11435;2825,763;2010;Mo-So
11441;2041,31;2010;Mo-So
11443;2041,31;2010;Mo-So
11493;2041,31;2010;Mo-So
11509;2041,31;2010;Mo-So
11511;2041,31;2010;Mo-So
11551;1733,027;2010;Mo-So
11553;1733,027;2010;Mo-So
11555;1733,027;2010;Mo-So
11631;3993,01;2010;Mo-So
11709;11548,546;2010;Mo-So
11729;3993,01;2010;Mo-So
11869;821,288;2010;Mo-So
10000;1283,596;2010;Sa
10004;980,468;2010;Sa
10006;1016,468;2010;Sa
10014;2105,784;2010;Sa
10026;7246,232;2010;Sa
10030;7031,452;2010;Sa
10040;4940,395;2010;Sa
10042;4846,21;2010;Sa
10044;4745,345;2010;Sa
10046;4424,287;2010;Sa
10050;4345,48;2010;Sa
10052;5486,3;2010;Sa
10054;4440,787;2010;Sa
10056;2609,76;2010;Sa
10058;2006,046;2010;Sa
10060;1749,535;2010;Sa
10062;1646,337;2010;Sa
10068;328,548;2010;Sa
10072;2611;2010;Sa
10074;3304,999;2010;Sa
10076;3460,383;2010;Sa
10080;1644,624;2010;Sa
10084;1576,004;2010;Sa
10086;1568,148;2010;Sa
10088;1491,044;2010;Sa
10090;1490,46;2010;Sa
10092;1441,168;2010;Sa
10094;1439,868;2010;Sa
10096;1439,818;2010;Sa
10098;2975,86;2010;Sa
10100;2975,86;2010;Sa
10102;3571,06;2010;Sa
10104;10153,66;2010;Sa
10108;2695,844;2010;Sa
10110;2694,14;2010;Sa
10114;1607,179;2010;Sa
10122;1008,121;2010;Sa
10124;856,456;2010;Sa
10126;837,115;2010;Sa
10130;845,108;2010;Sa
10132;947,533;2010;Sa
10134;1043,215;2010;Sa
10136;1133,831;2010;Sa
10140;1232,367;2010;Sa
10142;2757,355;2010;Sa
10144;2943,82;2010;Sa
10146;309,287;2010;Sa
10150;268,048;2010;Sa
10152;3919,797;2010;Sa
10160;3294,885;2010;Sa
10162;2693,629;2010;Sa
10164;2749,246;2010;Sa
10166;3001,858;2010;Sa
10168;3194,567;2010;Sa
10170;3315,881;2010;Sa
10172;3924,185;2010;Sa
10174;3671,273;2010;Sa
10176;4065,548;2010;Sa
10180;5091,542;2010;Sa
10182;5488,544;2010;Sa
10184;1658,273;2010;Sa
10188;1638,658;2010;Sa
10190;1649,988;2010;Sa
10192;1215,95;2010;Sa
10194;1131,885;2010;Sa
10202;1109,506;2010;Sa
10204;1095,188;2010;Sa
10206;986,569;2010;Sa
10208;975,633;2010;Sa
10210;942,038;2010;Sa
10212;693,973;2010;Sa
10216;6735,773;2010;Sa
10218;6318,333;2010;Sa
10220;6244,737;2010;Sa
10222;6214,301;2010;Sa
10226;697,31;2010;Sa
10228;558,248;2010;Sa
10230;370,052;2010;Sa
10232;356,375;2010;Sa
10234;334,033;2010;Sa
10236;330,521;2010;Sa
10238;329,36;2010;Sa
10242;393,579;2010;Sa
10244;398,769;2010;Sa
10246;5026,873;2010;Sa
10248;5036,109;2010;Sa
10250;5113,765;2010;Sa
10254;5381,225;2010;Sa
10258;702,446;2010;Sa
10260;707,49;2010;Sa
10262;739,302;2010;Sa
10266;746,66;2010;Sa
10304;5557,175;2010;Sa
10306;5650,885;2010;Sa
10312;20830,213;2010;Sa
10314;20934,993;2010;Sa
10318;20287,121;2010;Sa
10352;21996,611;2010;Sa
10358;11781,817;2010;Sa
10370;22033,949;2010;Sa
10376;21071,575;2010;Sa
10396;4467,56;2010;Sa
10402;483,596;2010;Sa
10404;781,712;2010;Sa
10406;771,481;2010;Sa
10408;822,25;2010;Sa
10410;830,942;2010;Sa
10412;834,173;2010;Sa
10414;946,019;2010;Sa
10416;949,442;2010;Sa
10422;3408,967;2010;Sa
10424;4519,854;2010;Sa
10426;2248,78;2010;Sa
10428;770,115;2010;Sa
10430;4585,581;2010;Sa
10432;4664,824;2010;Sa
10434;1138,846;2010;Sa
10436;1138,846;2010;Sa
10442;1138,846;2010;Sa
10446;7547,75;2010;Sa
10450;243,677;2010;Sa
10452;7372,148;2010;Sa
10454;6883,596;2010;Sa
10456;2154,308;2010;Sa
10476;5251,7;2010;Sa
10478;5238,842;2010;Sa
10480;4724,602;2010;Sa
10482;4664,49;2010;Sa
10484;2267,334;2010;Sa
10490;4109,776;2010;Sa
10492;4046,008;2010;Sa
10494;2827,576;2010;Sa
10496;4037,608;2010;Sa
10498;4029,108;2010;Sa
10500;3795,268;2010;Sa
10502;3795,748;2010;Sa
10504;3796,268;2010;Sa
10506;12929,644;2010;Sa
10508;12986,956;2010;Sa
10524;3712,564;2010;Sa
10528;4037,437;2010;Sa
10530;3796,216;2010;Sa
10536;297,896;2010;Sa
10544;17855,707;2010;Sa
10545;17855,707;2010;Sa
10549;4423,546;2010;Sa
10565;2577,51;2010;Sa
10569;4124,184;2010;Sa
10573;1569,598;2010;Sa
10578;430,865;2010;Sa
10687;5383,994;2010;Sa
10688;952,673;2010;Sa
10691;4431,321;2010;Sa
10698;5122,142;2010;Sa
10701;3315,43;2010;Sa
10710;35,398;2010;Sa
10740;695,656;2010;Sa
10760;741,225;2010;Sa
10762;741,225;2010;Sa
10764;691,7;2010;Sa
10766;691,7;2010;Sa
10768;567,849;2010;Sa
10770;525,575;2010;Sa
10772;1180,037;2010;Sa
10774;1230,027;2010;Sa
10788;4423,546;2010;Sa
10789;4423,546;2010;Sa
10792;6754,921;2010;Sa
10793;6754,921;2010;Sa
10796;9888,456;2010;Sa
10797;9888,456;2010;Sa
10800;9807,932;2010;Sa
10801;9807,932;2010;Sa
10804;9715,06;2010;Sa
10805;9715,06;2010;Sa
10808;3043,106;2010;Sa
10809;3043,106;2010;Sa
10812;2839,677;2010;Sa
10816;2839,677;2010;Sa
10817;2839,677;2010;Sa
10821;2519,19;2010;Sa
10824;2519,19;2010;Sa
10825;2519,19;2010;Sa
10828;249,081;2010;Sa
10829;249,081;2010;Sa
10833;5851,617;2010;Sa
10836;3935,509;2010;Sa
10837;3935,509;2010;Sa
10844;7393,729;2010;Sa
10845;7393,729;2010;Sa
10848;1569,598;2010;Sa
10849;1569,598;2010;Sa
10853;2530,404;2010;Sa
10856;9621,394;2010;Sa
10857;9621,394;2010;Sa
10861;7512,252;2010;Sa
10869;2463,392;2010;Sa
10876;2401,424;2010;Sa
10877;2401,424;2010;Sa
10880;1645,231;2010;Sa
10881;1645,231;2010;Sa
10885;9441,968;2010;Sa
10888;9441,968;2010;Sa
10889;9441,968;2010;Sa
10892;898,315;2010;Sa
10893;898,315;2010;Sa
10896;851,967;2010;Sa
10897;851,967;2010;Sa
10904;9470,32;2010;Sa
10905;9470,32;2010;Sa
10908;5159,716;2010;Sa
10909;5159,716;2010;Sa
10936;2577,51;2010;Sa
10937;2577,51;2010;Sa
10940;4124,184;2010;Sa
10941;4124,184;2010;Sa
10944;2171,514;2010;Sa
10945;2171,514;2010;Sa
10948;297,896;2010;Sa
10952;1003,528;2010;Sa
10953;1003,528;2010;Sa
10956;297,896;2010;Sa
10957;297,896;2010;Sa
10960;1167,712;2010;Sa
